Array,Array Code,Site (Description),Site Prefix,Site Suffix,CGSN Site Name,Node Description,Node Code,Node Site Sequence,CGSN Node Name NEW,Port,Instrument Description,"InstrumentClass",Instrument Series ,Insttruement Sequence #,Instrument Location,Depth/Height,OOI 
,CP,,01,CNSM,,,RI,D27,CP01CNSM-RID27,1,attenuation_absorption_optical,OPTAA,D,000,Near Surface Instrument Frame,5,CP01CNSM-RID27-01-OPTAAD000
,CP,,01,CNSM,,,RI,D27,CP01CNSM-RID27,2,Fluorometer_three_wavelength,FLORT,D,000,Near Surface Instrument Frame,5,CP01CNSM-RID27-02-FLORTD000
,CP,,01,CNSM,,,RI,D27,CP01CNSM-RID27,3,CTD_bottom_pumped,CTDBP,C,000,Near Surface Instrument Frame,5,CP01CNSM-RID27-03-CTDBPC000
,CP,,01,CNSM,,,RI,D27,CP01CNSM-RID27,4,oxygen_dissolved_stable,DOSTA,D,000,Near Surface Instrument Frame,5,CP01CNSM-RID27-04-DOSTAD000
,CP,,01,CNSM,,,RI,D27,CP01CNSM-RID27,7,nutrient_Nitrate,NUTNR,B,000,Near Surface Instrument Frame,5,CP01CNSM-RID27-07-NUTNRB000
,CP,,01,CNSM,,,RI,D27,CP01CNSM-RID27,8,spectral_irradiance,SPKIR,B,000,Near Surface Instrument Frame,5,CP01CNSM-RID27-08-SPKIRB000
,CP,,01,CNSM,,MFN,MF,D35,CP01CNSM-MFD35,1,Velocity_profile_short_range,ADCPT,F,000,MFN,210,CP01CNSM-MFD35-01-ADCPTF000
,CP,,01,CNSM,,,MF,D35,CP01CNSM-MFD35,2,pressure_SF,PRESF,B,000,MFN,210,CP01CNSM-MFD35-02-PRESFB000
,CP,,01,CNSM,,,MF,D35,CP01CNSM-MFD35,4,Velocity_point,VELPT,A,000,MFN,210,CP01CNSM-MFD35-04-VELPTA000
,CP,,01,CNSM,,,MF,D35,CP01CNSM-MFD35,5,pCO2_water,PCO2W,B,000,MFN,210,CP01CNSM-MFD35-05-PCO2WB000
,CP,,01,CNSM,,,MF,D35,CP01CNSM-MFD35,6,pH_stable,PHSEN,D,000,MFN,210,CP01CNSM-MFD35-06-PHSEND000
,CP,,01,CNSM,,,MF,D37,CP01CNSM-MFD37,1,attenuation_absorption_optical,OPTAA,D,000,MFN,210,CP01CNSM-MFD37-01-OPTAAD000
,CP,,01,CNSM,,,MF,D37,CP01CNSM-MFD37,3,CTD_bottom_pumped,CTDBP,D,000,MFN,210,CP01CNSM-MFD37-03-CTDBPD000
,CP,,01,CNSM,,,MF,D37,CP01CNSM-MFD37,4,oxygen_dissolved_stable,DOSTA,D,000,MFN,210,CP01CNSM-MFD37-04-DOSTAD000
,CP,,01,CNSM,,,MF,D00,CP01CNSM-MFD00,0,plankton_ZP_sonar_coastal,ZPLSC,C,000,MFN,210,CP01CNSM-MFD00-00-ZPLSCC000
,,,,,,,,,,,Instrument Level,9,,,,,
,CP,Pioneer Central P1 Surface-Piercing Profiler ,01,CNSP,CP01CNSP,Pioneer Central P1 Surface-Piercing Profiler ,CP,01,CP01CNSP-CP001,,,,,,,,CP01CNSP-CP001--
,CP,,01,CNSP,,,PL,01,CP01CNSP-PL001,1,Modem_acoustic,ACOMM,0,,Profiler Mooring Frame,210,CP01CNSP-PL001-01-ACOMM0
,CP,,01,CNSP,,Surface-Piercing Profiler,SP,01,CP01CNSP-SP001,2,attenuation_absorption_optical,OPTAA,J,,Surface Piercing Profiler Body,210,CP01CNSP-SP001-02-OPTAAJ
,CP,,01,CNSP,,,SP,01,CP01CNSP-SP001,3,nutrient_Nitrate,NUTNR,J,,Surface Piercing Profiler Body,210,CP01CNSP-SP001-03-NUTNRJ
,CP,,01,CNSP,,,SP,01,CP01CNSP-SP001,4,pCO2_water,PCO2W,0,,Surface Piercing Profiler Body,210,CP01CNSP-SP001-04-PCO2W0
,CP,,01,CNSP,,,SP,01,CP01CNSP-SP001,5,Velocity_point,VELPT,J,,Surface Piercing Profiler Body,210,CP01CNSP-SP001-05-VELPTJ
,CP,,01,CNSP,,,SP,01,CP01CNSP-SP001,6,oxygen_dissolved_stable,DOSTA,J,,Surface Piercing Profiler Body,210,CP01CNSP-SP001-06-DOSTAJ
,CP,,01,CNSP,,,SP,01,CP01CNSP-SP001,7,spectral_irradiance,SPKIR,J,,Surface Piercing Profiler Body,210,CP01CNSP-SP001-07-SPKIRJ
,CP,,01,CNSP,,,SP,01,CP01CNSP-SP001,8,CTD_profiler,CTDPF,J,,Surface Piercing Profiler Body,210,CP01CNSP-SP001-08-CTDPFJ
,CP,,01,CNSP,,,SP,01,CP01CNSP-SP001,9,Fluorometer_three_wavelength,FLORT,J,,Surface Piercing Profiler Body,210,CP01CNSP-SP001-09-FLORTJ
,CP,,01,CNSP,,,SP,01,CP01CNSP-SP001,10,PAR,PARAD,J,,Surface Piercing Profiler Body,210,CP01CNSP-SP001-10-PARADJ
,,,,,,,,DCL,,Port,Instrument Level,22,,,,,
,CP,Pioneer Inshore P3 Surface Mooring,03,ISSM,CP03ISSM,Pioneer Inshore P3 Surface Mooring,HM,01,CP03ISSM-HM001,,,,,,,,CP03ISSM-HM001--
,CP,,03,ISSM,,Surface Buoy,SB,D11,CP03ISSM-SBD11,1,Motion pack,MOPAK,0,000,"Buoy Well, center of Mass",0,CP03ISSM-SBD11-01-MOPAK0000
,CP,,03,ISSM,,,SB,D11,CP03ISSM-SBD11,6,Meteorology_bulk,METBK,A,000,Buoy Tower 3 M,3,CP03ISSM-SBD11-06-METBKA000
,CP,,03,ISSM,,,SB,D12,CP03ISSM-SBD12,4,pCO2_air-sea,PCO2A,A,000,"Instrument in well, probe in air and one in water",0,CP03ISSM-SBD12-04-PCO2AA000
,CP,,03,ISSM,,Mooring Riser,RI,D26,CP03ISSM-RID26,4,Velocity_point,VELPT,A,000,Near Surface Instrument Frame,5,CP03ISSM-RID26-04-VELPTA000
,CP,,03,ISSM,,,RI,D26,CP03ISSM-RID26,5,Modem_acoustic,ACOMM,0,000,Near Surface Instrument Frame,5,CP03ISSM-RID26-05-ACOMM0000
,CP,,03,ISSM,,,RI,D26,CP03ISSM-RID26,6,pH_stable,PHSEN,D,000,Near Surface Instrument Frame,5,CP03ISSM-RID26-06-PHSEND000
,CP,,03,ISSM,,,RI,D27,CP03ISSM-RID27,1,attenuation_absorption_optical,OPTAA,D,000,Near Surface Instrument Frame,5,CP03ISSM-RID27-01-OPTAAD000
,CP,,03,ISSM,,,RI,D27,CP03ISSM-RID27,2,Fluorometer_three_wavelength,FLORT,D,000,Near Surface Instrument Frame,5,CP03ISSM-RID27-02-FLORTD000
,CP,,03,ISSM,,,RI,D27,CP03ISSM-RID27,3,CTD_bottom_pumped,CTDBP,C,000,Near Surface Instrument Frame,5,CP03ISSM-RID27-03-CTDBPC000
,CP,,03,ISSM,,,RI,D27,CP03ISSM-RID27,4,oxygen_dissolved_stable,DOSTA,D,000,Near Surface Instrument Frame,5,CP03ISSM-RID27-04-DOSTAD000
,CP,,03,ISSM,,,RI,D27,CP03ISSM-RID27,7,nutrient_Nitrate,NUTNR,B,000,Near Surface Instrument Frame,5,CP03ISSM-RID27-07-NUTNRB000
,CP,,03,ISSM,,,RI,D27,CP03ISSM-RID27,8,spectral_irradiance,SPKIR,B,000,Near Surface Instrument Frame,5,CP03ISSM-RID27-08-SPKIRB000
,CP,,03,ISSM,,MFN,MF,D35,CP03ISSM-MFD35,1,Velocity_profile_short_range,ADCPT,F,000,MFN,130,CP03ISSM-MFD35-01-ADCPTF000
,CP,,03,ISSM,,,MF,D35,CP03ISSM-MFD35,2,pressure_SF,PRESF,B,000,MFN,130,CP03ISSM-MFD35-02-PRESFB000
,CP,,03,ISSM,,,MF,D35,CP03ISSM-MFD35,4,Velocity_point,VELPT,A,000,MFN,130,CP03ISSM-MFD35-04-VELPTA000
,CP,,03,ISSM,,,MF,D35,CP03ISSM-MFD35,5,pCO2_water,PCO2W,B,000,MFN,130,CP03ISSM-MFD35-05-PCO2WB000
,CP,,03,ISSM,,,MF,D35,CP03ISSM-MFD35,6,pH_stable,PHSEN,D,000,MFN,130,CP03ISSM-MFD35-06-PHSEND000
,CP,,03,ISSM,,,MF,D37,CP03ISSM-MFD37,1,attenuation_absorption_optical,OPTAA,D,000,MFN,130,CP03ISSM-MFD37-01-OPTAAD000
,CP,,03,ISSM,,,MF,D37,CP03ISSM-MFD37,3,CTD_bottom_pumped,CTDBP,D,000,MFN,130,CP03ISSM-MFD37-03-CTDBPD000
,CP,,03,ISSM,,,MF,D37,CP03ISSM-MFD37,4,oxygen_dissolved_stable,DOSTA,D,000,MFN,130,CP03ISSM-MFD37-04-DOSTAD000
,CP,,03,ISSM,,,MF,D00,CP03ISSM-MFD00,0,plankton_ZP_sonar_coastal,ZPLSC,C,000,MFN,130,CP03ISSM-MFD00-00-ZPLSCC000
,,,,,,,,,,,Instrument Level,11,,,,,
,CP,Pioneer Inshore P3 Surface-Piercing Profiler Mooring,03,ISSP,CP03ISSP,Pioneer Inshore P3 Surface-Piercing Profiler Mooring,CP,01,CP03ISSP-CP001,,,,,,,,CP03ISSP-CP001--
,CP,,03,ISSP,,,PL,01,CP03ISSP-PL001,1,Modem_acoustic,ACOMM,0,,Profiler Mooring Frame,130,CP03ISSP-PL001-01-ACOMM0
,CP,,03,ISSP,,Surface-Piercing Profiler,SP,01,CP03ISSP-SP001,2,attenuation_absorption_optical,OPTAA,J,,Surface Piercing Profiler Body,130,CP03ISSP-SP001-02-OPTAAJ
,CP,,03,ISSP,,,SP,01,CP03ISSP-SP001,3,nutrient_Nitrate,NUTNR,J,,Surface Piercing Profiler Body,130,CP03ISSP-SP001-03-NUTNRJ
,CP,,03,ISSP,,,SP,01,CP03ISSP-SP001,4,pCO2_water,PCO2W,0,,Surface Piercing Profiler Body,130,CP03ISSP-SP001-04-PCO2W0
,CP,,03,ISSP,,,SP,01,CP03ISSP-SP001,5,Velocity_point,VELPT,J,,Surface Piercing Profiler Body,130,CP03ISSP-SP001-05-VELPTJ
,CP,,03,ISSP,,,SP,01,CP03ISSP-SP001,6,oxygen_dissolved_stable,DOSTA,J,,Surface Piercing Profiler Body,130,CP03ISSP-SP001-06-DOSTAJ
,CP,,03,ISSP,,,SP,01,CP03ISSP-SP001,7,spectral_irradiance,SPKIR,J,,Surface Piercing Profiler Body,130,CP03ISSP-SP001-07-SPKIRJ
,CP,,03,ISSP,,,SP,01,CP03ISSP-SP001,8,CTD_profiler,CTDPF,J,,Surface Piercing Profiler Body,130,CP03ISSP-SP001-08-CTDPFJ
,CP,,03,ISSP,,,SP,01,CP03ISSP-SP001,9,Fluorometer_three_wavelength,FLORT,J,,Surface Piercing Profiler Body,130,CP03ISSP-SP001-09-FLORTJ
,CP,,03,ISSP,,,SP,01,CP03ISSP-SP001,10,PAR,PARAD,J,,Surface Piercing Profiler Body,130,CP03ISSP-SP001-10-PARADJ
,,,,,,,,DCL,,Port,Instrument Level,23,,,,,
,CP,Pioneer Offshore P4 Surface Mooring,04,OSSM,CP04OSSM,Pioneer Offshore P4 Surface Mooring,HM,01,CP04OSSM-HM001,,,,,,,,CP04OSSM-HM001--
,CP,,04,OSSM,,Surface Buoy,SB,D11,CP04OSSM-SBD11,1,Motion pack,MOPAK,0,000,"Buoy Well, center of Mass",0,CP04OSSM-SBD11-01-MOPAK0000
,CP,,04,OSSM,,,SB,D11,CP04OSSM-SBD11,6,Meteorology_bulk,METBK,A,000,Buoy Tower 3 M,3,CP04OSSM-SBD11-06-METBKA000
,CP,,04,OSSM,,,SB,D12,CP04OSSM-SBD12,4,pCO2_air-sea,PCO2A,A,000,"Instrument in well, probe in air and one in water",0,CP04OSSM-SBD12-04-PCO2AA000
,CP,,04,OSSM,,Mooring Riser,RI,D26,CP04OSSM-RID26,4,Velocity_point,VELPT,A,000,Near Surface Instrument Frame,5,CP04OSSM-RID26-04-VELPTA000
,CP,,04,OSSM,,,RI,D26,CP04OSSM-RID26,5,Modem_acoustic,ACOMM,0,000,Near Surface Instrument Frame,5,CP04OSSM-RID26-05-ACOMM0000
,CP,,04,OSSM,,,RI,D26,CP04OSSM-RID26,6,pH_stable,PHSEN,D,000,Near Surface Instrument Frame,5,CP04OSSM-RID26-06-PHSEND000
,CP,,04,OSSM,,,RI,D27,CP04OSSM-RID27,1,attenuation_absorption_optical,OPTAA,D,000,Near Surface Instrument Frame,5,CP04OSSM-RID27-01-OPTAAD000
,CP,,04,OSSM,,,RI,D27,CP04OSSM-RID27,2,Fluorometer_three_wavelength,FLORT,D,000,Near Surface Instrument Frame,5,CP04OSSM-RID27-02-FLORTD000
,CP,,04,OSSM,,,RI,D27,CP04OSSM-RID27,3,CTD_bottom_pumped,CTDBP,C,000,Near Surface Instrument Frame,5,CP04OSSM-RID27-03-CTDBPC000
,CP,,04,OSSM,,,RI,D27,CP04OSSM-RID27,4,oxygen_dissolved_stable,DOSTA,D,000,Near Surface Instrument Frame,5,CP04OSSM-RID27-04-DOSTAD000
,CP,,04,OSSM,,,RI,D27,CP04OSSM-RID27,7,nutrient_Nitrate,NUTNR,B,000,Near Surface Instrument Frame,5,CP04OSSM-RID27-07-NUTNRB000
,CP,,04,OSSM,,,RI,D27,CP04OSSM-RID27,8,spectral_irradiance,SPKIR,B,000,Near Surface Instrument Frame,5,CP04OSSM-RID27-08-SPKIRB000
,CP,,04,OSSM,,MFN,MF,D35,CP04OSSM-MFD35,1,Velocity_profile_long_range,ADCPS,J,000,MFN,520,CP04OSSM-MFD35-01-ADCPSJ000
,CP,,04,OSSM,,,MF,D35,CP04OSSM-MFD35,2,pressure_SF,PRESF,C,000,MFN,520,CP04OSSM-MFD35-02-PRESFC000
,CP,,04,OSSM,,,MF,D35,CP04OSSM-MFD35,4,Velocity_point,VELPT,B,000,MFN,520,CP04OSSM-MFD35-04-VELPTB000
,CP,,04,OSSM,,,MF,D35,CP04OSSM-MFD35,5,pCO2_water,PCO2W,B,000,MFN,520,CP04OSSM-MFD35-05-PCO2WB000
,CP,,04,OSSM,,,MF,D35,CP04OSSM-MFD35,6,pH_stable,PHSEN,D,000,MFN,520,CP04OSSM-MFD35-06-PHSEND000
,CP,,04,OSSM,,,MF,D37,CP04OSSM-MFD37,1,attenuation_absorption_optical,OPTAA,D,000,MFN,520,CP04OSSM-MFD37-01-OPTAAD000
,CP,,04,OSSM,,,MF,D37,CP04OSSM-MFD37,3,CTD_bottom_pumped,CTDBP,E,000,MFN,520,CP04OSSM-MFD37-03-CTDBPE000
,CP,,04,OSSM,,,MF,D37,CP04OSSM-MFD37,4,oxygen_dissolved_stable,DOSTA,D,000,MFN,520,CP04OSSM-MFD37-04-DOSTAD000
,CP,,04,OSSM,,,MF,D00,CP04OSSM-MFD00,0,plankton_ZP_sonar_coastal,ZPLSC,C,000,MFN,520,CP04OSSM-MFD00-00-ZPLSCC000
,,,,,,,,,,,Instrument Level,,,,,,
,CP,Pioneer Offshore P4 Wire-Following Profiler Mooring,04,OSPM,,Pioneer Offshore Wire-Following Profiler Mooring,PM,01,CP04OSPM-PM001,,,,,,,,CP04OSPM-PM001--
,CP,,04,OSPM,,Surface Buoy,SB,S11,CP04OSPM-SBS11,2,Motion pack,MOPAK,0,000,Buoy Well,0,CP04OSPM-SBS11-02-MOPAK0000
,CP,,04,OSPM,,Wire-Following Profiler,WF,P01,CP04OSPM-WFP01,1,Velocity_point_3D_turb,VEL3D,K,000,Wire Following Profiler Body,520,CP04OSPM-WFP01-01-VEL3DK000
,CP,,04,OSPM,,,WF,P01,CP04OSPM-WFP01,2,oxygen_dissolved_fastresp,DOFST,K,000,Wire Following Profiler Body,520,CP04OSPM-WFP01-02-DOFSTK000
,CP,,04,OSPM,,,WF,P01,CP04OSPM-WFP01,3,CTD_profiler,CTDPF,K,000,Wire Following Profiler Body,520,CP04OSPM-WFP01-03-CTDPFK000
,CP,,04,OSPM,,,WF,P01,CP04OSPM-WFP01,4,Fluorometer_three_wavelength,FLORT,K,000,Wire Following Profiler Body,520,CP04OSPM-WFP01-04-FLORTK000
,CP,,04,OSPM,,,WF,P01,CP04OSPM-WFP01,5,PAR,PARAD,K,000,Wire Following Profiler Body,520,CP04OSPM-WFP01-05-PARADK000
,,,,,,,,,,,Instrument Level,,,,,,
,CP,Pioneer P2 Wire-Following Moorings,02,PMUI,,Pioneer Upstream Inshore Wire-Following Profiler Mooring,PM,01,CP02PMUI-PM001,,,,,,,,CP02PMUI-PM001--
,CP,,02,PMUI,,Surface Buoy,SB,S01,CP02PMUI-SBS01,1,Motion pack,MOPAK,0,000,Buoy Well,0,CP02PMUI-SBS01-01-MOPAK0000
,CP,,02,PMUI,,,RI,I01,CP02PMUI-RII01,2,Velocity_profile_short_range,ADCPT,G,000,Instrument Frame,130,CP02PMUI-RII01-02-ADCPTG000
,CP,,02,PMUI,,Wire-Following Profiler,WF,P01,CP02PMUI-WFP01,1,Velocity_point_3D_turb,VEL3D,K,000,Wire Following Profiler Body,130,CP02PMUI-WFP01-01-VEL3DK000
,CP,,02,PMUI,,,WF,P01,CP02PMUI-WFP01,2,oxygen_dissolved_fastresp,DOFST,K,000,Wire Following Profiler Body,130,CP02PMUI-WFP01-02-DOFSTK000
,CP,,02,PMUI,,,WF,P01,CP02PMUI-WFP01,3,CTD_profiler,CTDPF,K,000,Wire Following Profiler Body,130,CP02PMUI-WFP01-03-CTDPFK000
,CP,,02,PMUI,,,WF,P01,CP02PMUI-WFP01,4,Fluorometer_three_wavelength,FLORT,K,000,Wire Following Profiler Body,130,CP02PMUI-WFP01-04-FLORTK000
,CP,,02,PMUI,,,WF,P01,CP02PMUI-WFP01,5,PAR,PARAD,K,000,Wire Following Profiler Body,130,CP02PMUI-WFP01-05-PARADK000
,CP,,02,PMUO,,Pioneer Upstream Offshore Wire-Following Profiler Mooring,PM,01,CP02PMUO-PM001,,,,,,,,CP02PMUO-PM001--
,CP,,02,PMUO,,Surface Buoy,SB,S01,CP02PMUO-SBS01,1,Motion pack,MOPAK,0,000,Buoy Well,0,CP02PMUO-SBS01-01-MOPAK0000
,CP,,02,PMUO,,,RI,I01,CP02PMUO-RII01,2,Velocity_profile_long_range,ADCPS,L,000,Instrument Frame,520,CP02PMUO-RII01-02-ADCPSL000
,CP,,02,PMUO,,Wire-Following Profiler,WF,P01,CP02PMUO-WFP01,1,Velocity_point_3D_turb,VEL3D,K,000,Wire Following Profiler Body,520,CP02PMUO-WFP01-01-VEL3DK000
,CP,,02,PMUO,,,WF,P01,CP02PMUO-WFP01,2,oxygen_dissolved_fastresp,DOFST,K,000,Wire Following Profiler Body,520,CP02PMUO-WFP01-02-DOFSTK000
,CP,,02,PMUO,,,WF,P01,CP02PMUO-WFP01,3,CTD_profiler,CTDPF,K,000,Wire Following Profiler Body,520,CP02PMUO-WFP01-03-CTDPFK000
,CP,,02,PMUO,,,WF,P01,CP02PMUO-WFP01,4,Fluorometer_three_wavelength,FLORT,K,000,Wire Following Profiler Body,520,CP02PMUO-WFP01-04-FLORTK000
,CP,,02,PMUO,,,WF,P01,CP02PMUO-WFP01,5,PAR,PARAD,K,000,Wire Following Profiler Body,520,CP02PMUO-WFP01-05-PARADK000
,CP,,02,PMCI,,Pioneer Central Inshore Wire-Following Profiler Mooring,PM,01,CP02PMCI-PM001,,,,,,,,CP02PMCI-PM001--
,CP,,02,PMCI,,Surface Buoy,SB,S01,CP02PMCI-SBS01,1,Motion pack,MOPAK,0,000,Buoy Well,0,CP02PMCI-SBS01-01-MOPAK0000
,CP,,02,PMCI,,,RI,I01,CP02PMCI-RII01,2,Velocity_profile_short_range,ADCPT,G,000,Instrument Frame,140,CP02PMCI-RII01-02-ADCPTG000
,CP,,02,PMCI,,Wire-Following Profiler,WF,P01,CP02PMCI-WFP01,1,Velocity_point_3D_turb,VEL3D,K,000,Wire Following Profiler Body,140,CP02PMCI-WFP01-01-VEL3DK000
,CP,,02,PMCI,,,WF,P01,CP02PMCI-WFP01,2,oxygen_dissolved_fastresp,DOFST,K,000,Wire Following Profiler Body,140,CP02PMCI-WFP01-02-DOFSTK000
,CP,,02,PMCI,,,WF,P01,CP02PMCI-WFP01,3,CTD_profiler,CTDPF,K,000,Wire Following Profiler Body,140,CP02PMCI-WFP01-03-CTDPFK000
,CP,,02,PMCI,,,WF,P01,CP02PMCI-WFP01,4,Fluorometer_three_wavelength,FLORT,K,000,Wire Following Profiler Body,140,CP02PMCI-WFP01-04-FLORTK000
,CP,,02,PMCI,,,WF,P01,CP02PMCI-WFP01,5,PAR,PARAD,K,000,Wire Following Profiler Body,140,CP02PMCI-WFP01-05-PARADK000
,CP,,02,PMCO,,Pioneer Central Offshore Wire-Following Profiler Mooring,PM,01,CP02PMCO-PM001,,,,,,,,CP02PMCO-PM001--
,CP,,02,PMCO,,Surface Buoy,SB,S01,CP02PMCO-SBS01,1,Motion pack,MOPAK,0,000,Buoy Well,0,CP02PMCO-SBS01-01-MOPAK0000
,CP,,02,PMCO,,,RI,I01,CP02PMCO-RII01,2,Velocity_profile_short_range,ADCPT,G,000,Instrument Frame,360,CP02PMCO-RII01-02-ADCPTG000
,CP,,02,PMCO,,Wire-Following Profiler,WF,P01,CP02PMCO-WFP01,1,Velocity_point_3D_turb,VEL3D,K,000,Wire Following Profiler Body,360,CP02PMCO-WFP01-01-VEL3DK000
,CP,,02,PMCO,,,WF,P01,CP02PMCO-WFP01,2,oxygen_dissolved_fastresp,DOFST,K,000,Wire Following Profiler Body,360,CP02PMCO-WFP01-02-DOFSTK000
,CP,,02,PMCO,,,WF,P01,CP02PMCO-WFP01,3,CTD_profiler,CTDPF,K,000,Wire Following Profiler Body,360,CP02PMCO-WFP01-03-CTDPFK000
,CP,,02,PMCO,,,WF,P01,CP02PMCO-WFP01,4,Fluorometer_three_wavelength,FLORT,K,000,Wire Following Profiler Body,360,CP02PMCO-WFP01-04-FLORTK000
,CP,,02,PMCO,,,WF,P01,CP02PMCO-WFP01,5,PAR,PARAD,K,000,Wire Following Profiler Body,360,CP02PMCO-WFP01-05-PARADK000
,,,,,,,,,,,Instrument Level,,,,,,
,CP,Pioneer Mobile Assets,05,MOAS,CP05MOAS,Pioneer Glider 1,GL,01,CP05MOAS-GL001,1,Velocity_profile_mobile_asset,ADCPA,M,000,,1000,CP05MOAS-GL001-01-ADCPAM000
,CP,,05,MOAS,,,GL,01,CP05MOAS-GL001,2,Fluorometer_three_wavelength,FLORT,M,000,,1000,CP05MOAS-GL001-02-FLORTM000
,CP,,05,MOAS,,,GL,01,CP05MOAS-GL001,3,CTD_glider,CTDGV,M,000,,1000,CP05MOAS-GL001-03-CTDGVM000
,CP,,05,MOAS,,,GL,01,CP05MOAS-GL001,4,oxygen_dissolved_stable,DOSTA,M,000,,1000,CP05MOAS-GL001-04-DOSTAM000
,CP,,05,MOAS,,,GL,01,CP05MOAS-GL001,5,PAR,PARAD,M,000,,1000,CP05MOAS-GL001-05-PARADM000
,CP,,05,MOAS,CP05MOAS,Pioneer Glider 2,GL,02,CP05MOAS-GL002,1,Velocity_profile_mobile_asset,ADCPA,M,000,,1000,CP05MOAS-GL002-01-ADCPAM000
,CP,,05,MOAS,,,GL,02,CP05MOAS-GL002,2,Fluorometer_three_wavelength,FLORT,M,000,,1000,CP05MOAS-GL002-02-FLORTM000
,CP,,05,MOAS,,,GL,02,CP05MOAS-GL002,3,CTD_glider,CTDGV,M,000,,1000,CP05MOAS-GL002-03-CTDGVM000
,CP,,05,MOAS,,,GL,02,CP05MOAS-GL002,4,oxygen_dissolved_stable,DOSTA,M,000,,1000,CP05MOAS-GL002-04-DOSTAM000
,CP,,05,MOAS,,,GL,02,CP05MOAS-GL002,5,PAR,PARAD,M,000,,1000,CP05MOAS-GL002-05-PARADM000
,CP,,05,MOAS,CP05MOAS,Pioneer Glider 3,GL,03,CP05MOAS-GL003,1,Velocity_profile_mobile_asset,ADCPA,M,000,,1000,CP05MOAS-GL003-01-ADCPAM000
,CP,,05,MOAS,,,GL,03,CP05MOAS-GL003,2,Fluorometer_three_wavelength,FLORT,M,000,,1000,CP05MOAS-GL003-02-FLORTM000
,CP,,05,MOAS,,,GL,03,CP05MOAS-GL003,3,CTD_glider,CTDGV,M,000,,1000,CP05MOAS-GL003-03-CTDGVM000
,CP,,05,MOAS,,,GL,03,CP05MOAS-GL003,4,oxygen_dissolved_stable,DOSTA,M,000,,1000,CP05MOAS-GL003-04-DOSTAM000
,CP,,05,MOAS,,,GL,03,CP05MOAS-GL003,5,PAR,PARAD,M,000,,1000,CP05MOAS-GL003-05-PARADM000
,CP,,05,MOAS,CP05MOAS,Pioneer Glider 4,GL,04,CP05MOAS-GL004,1,Velocity_profile_mobile_asset,ADCPA,M,000,,1000,CP05MOAS-GL004-01-ADCPAM000
,CP,,05,MOAS,,,GL,04,CP05MOAS-GL004,2,Fluorometer_three_wavelength,FLORT,M,000,,1000,CP05MOAS-GL004-02-FLORTM000
,CP,,05,MOAS,,,GL,04,CP05MOAS-GL004,3,CTD_glider,CTDGV,M,000,,1000,CP05MOAS-GL004-03-CTDGVM000
,CP,,05,MOAS,,,GL,04,CP05MOAS-GL004,4,oxygen_dissolved_stable,DOSTA,M,000,,1000,CP05MOAS-GL004-04-DOSTAM000
,CP,,05,MOAS,,,GL,04,CP05MOAS-GL004,5,PAR,PARAD,M,000,,1000,CP05MOAS-GL004-05-PARADM000
,CP,,05,MOAS,CP05MOAS,Pioneer Glider 5,GL,05,CP05MOAS-GL005,1,Velocity_profile_mobile_asset,ADCPA,M,000,,1000,CP05MOAS-GL005-01-ADCPAM000
